mesh_index,fbx_pos,fbx_end,sp3d_name,sp3d_type,sp3d_internal_type,object_id,sp3d_moniker,sp3d_display_name,sp3d_system_path,sp3d_bom_desc,sp3d_support_assembly,sp3d_support_weight,sp3d_status,sp3d_construction_type,sp3d_support_location
215,14796702,14801230,Flange-1193,Geometry Group,,eca04ca6-919a-5be3-93db-a9b9c703ccfb,,,,,,,,,
216,14804303,14808832,Flange-1234,Geometry Group,,0618ae2c-872c-5052-919b-fd0c9e632595,,,,,,,,,
217,14811526,14816061,Flange-1232,Geometry Group,,12b0500e-9e63-5225-8504-02fe19a24c9e,,,,,,,,,
218,14816518,14821047,Flange-1233,Geometry Group,,e87c86af-28c2-588c-ab5f-9604c72de47a,,,,,,,,,
219,14827809,14832356,Flange-1225,Geometry Group,,924bb613-84f3-5b8b-8793-5f432ea07c8f,,,,,,,,,
220,14832813,14837360,Flange-1226,Geometry Group,,8600b613-9a17-59fe-99b6-fc5c56f31c03,,,,,,,,,
221,14841161,14845714,Flange-1227,Geometry Group,,53d65d33-90ac-5350-9257-ec2ad5e52435,,,,,,,,,
222,14846171,14850718,Flange-1228,Geometry Group,,4b5f21e0-5f21-5ea5-aab0-6b0c5538bca8,,,,,,,,,
223,14870313,14874860,Flange-1129,Geometry Group,,7df4d362-6aba-50da-b79a-37a83921a10b,,,,,,,,,
224,14877212,14881758,Flange-1128,Geometry Group,,9cbd853b-4750-5c16-a6bc-8c91599fdda3,,,,,,,,,
225,14883748,14888306,Flange-1147,Geometry Group,,c154e8c8-6936-51c2-b203-131666b0d696,,,,,,,,,
226,14888763,14893321,Flange-1148,Geometry Group,,876ac87b-3ffd-561a-9e7f-bc361dcbd778,,,,,,,,,
227,14895588,14900122,Weldolet-0205,Geometry Group,,6894d102-35a2-5ebd-b437-4a0b20620484,,,,,,,,,
228,14903560,14908117,Flange-1130,Geometry Group,,1ec75906-2614-5f07-80bb-7ecac74ced9f,,,,,,,,,
229,14908574,14913131,Flange-1131,Geometry Group,,f5f4116f-2183-536b-a680-3c20ca22cdc1,,,,,,,,,
230,14913588,14918146,Flange-1132,Geometry Group,,9db8a614-5d48-5f85-8ba8-9ef00d53d44a,,,,,,,,,
231,14918603,14923161,Flange-1133,Geometry Group,,ebbfb932-b7cc-5b23-b12c-38015728a951,,,,,,,,,
232,14930581,14935138,Flange-1151,Geometry Group,,c6abcee6-71ec-5c23-b7f6-b554fafb0e65,,,,,,,,,
233,14935595,14940152,Flange-1152,Geometry Group,,c7926c79-6609-5240-abe8-ac1d974ddcbc,,,,,,,,,
234,14940609,14945166,Flange-1153,Geometry Group,,e7140a0b-ff03-50e5-9dc4-c65572dba1a7,,,,,,,,,
235,14945623,14950180,Flange-1154,Geometry Group,,64fe5ed1-fe7c-563a-9426-b41e44749bc4,,,,,,,,,
236,14956876,14961439,Flange-1149,Geometry Group,,7627e564-22af-5365-82f0-87753fb5eb34,,,,,,,,,
237,14963791,14968349,Flange-1140,Geometry Group,,b4cce0d5-2561-54af-84ad-ad9332f2b906,,,,,,,,,
238,14968806,14973363,Flange-1141,Geometry Group,,17ea7758-c0ae-5d88-be98-fad93007deec,,,,,,,,,
239,14973820,14978378,Flange-1142,Geometry Group,,b8c44c6d-eb3b-5baa-8890-4c815ce14092,,,,,,,,,
240,14978835,14983392,Flange-1143,Geometry Group,,3e4765ab-6c8b-547f-88d5-679430b69821,,,,,,,,,
241,14983849,14988418,Flange-1144,Geometry Group,,5895dbd7-9740-59ad-95f8-20f8d180947e,,,,,,,,,
242,14988875,14993432,Flange-1145,Geometry Group,,bad42577-6402-59b4-8b6d-8615c6720f62,,,,,,,,,
243,14993889,14998446,Flange-1146,Geometry Group,,3f35e6ab-ec32-558f-a864-38f5b0c0fd0e,,,,,,,,,
244,15003332,15007895,Flange-1150,Geometry Group,,c5363bd7-4e80-516e-86cc-abc05c0abcd4,,,,,,,,,
245,15012037,15016585,Flange-1134,Geometry Group,,f949a6fd-2f45-5c97-8c69-c53ade516626,,,,,,,,,
246,15017042,15021600,Flange-1135,Geometry Group,,a613a993-25db-5b6e-8c4f-f3be11229e54,,,,,,,,,
247,15022057,15026606,Flange-1136,Geometry Group,,f17b3b81-6d9f-508d-8afa-7c06a1f6166e,,,,,,,,,
248,15027063,15031611,Flange-1137,Geometry Group,,f5844217-1b55-5031-a5b7-242fd5da29c7,,,,,,,,,
249,15032068,15036614,Flange-1138,Geometry Group,,6bedfdcd-b096-5678-b73c-6a53c48697e7,,,,,,,,,
250,15037071,15041618,Flange-1139,Geometry Group,,ef4b5f79-29df-5884-94ec-6b209780a27a,,,,,,,,,
251,15056948,15061494,Flange-1108,Geometry Group,,38b22626-6a2c-5b8a-9362-1b3f246b87e8,,,,,,,,,
252,15061951,15066496,Flange-1109,Geometry Group,,5053d7af-99e5-5337-b242-fc611d0c867e,,,,,,,,,
253,15068486,15073044,Flange-1124,Geometry Group,,a4900d18-de5f-5a31-93a1-9b36d68df23c,,,,,,,,,
254,15073501,15078059,Flange-1125,Geometry Group,,014e130f-b631-56a8-be32-e2694dafdd42,,,,,,,,,
255,15080326,15084861,Weldolet-0202,Geometry Group,,c8ab72c6-a8b0-514f-aa9f-487978d59604,,,,,,,,,
256,15087213,15091759,Flange-1107,Geometry Group,,a2dc4df2-c932-5fc1-bbb1-1547a78dacf6,,,,,,,,,
257,15095197,15099755,Flange-1119,Geometry Group,,41f4c0d3-1b2c-50ea-ac64-ba8a42751e7d,,,,,,,,,
258,15100212,15104768,Flange-1120,Geometry Group,,5ccd979d-0756-54df-ad59-ffb1d98f45ec,,,,,,,,,
259,15105225,15109783,Flange-1121,Geometry Group,,1d0d4295-e1a6-520e-afc6-ad819de4fc6f,,,,,,,,,
260,15110240,15114796,Flange-1122,Geometry Group,,ea4e58a7-e362-5c89-8c92-1ab1f03c01f8,,,,,,,,,
261,15115253,15119809,Flange-1123,Geometry Group,,4962d2b3-8027-59e1-8df8-df2d094c9422,,,,,,,,,
262,15126867,15131424,Flange-1243,Geometry Group,,a4e00eea-c755-54c0-9ce5-46e9565cb239,,,,,,,,,
263,15131881,15136438,Flange-1244,Geometry Group,,bb2cc67a-764a-53fc-a404-515b9cefdfd8,,,,,,,,,
264,15136895,15141450,Flange-1245,Geometry Group,,06288042-1788-5c2f-ad88-0346f1202ab1,,,,,,,,,
265,15141907,15146462,Flange-1246,Geometry Group,,7af1a7f5-00b4-5865-8b3a-c3f830e7b9f7,,,,,,,,,
266,15153158,15157720,Flange-1126,Geometry Group,,4735d597-f269-5af7-a2d7-a01db09ab88c,,,,,,,,,
267,15160434,15164990,Flange-1112,Geometry Group,,389323da-16a6-5cf5-a063-58f78bb80266,,,,,,,,,
268,15165447,15170003,Flange-1113,Geometry Group,,59683c3f-db2e-5e8e-9ac4-c2011dfab5c9,,,,,,,,,
269,15170460,15175016,Flange-1114,Geometry Group,,2222b6ec-e2b0-5663-9014-3d2f732bb96a,,,,,,,,,
270,15175473,15180029,Flange-1115,Geometry Group,,131c0636-7a00-5b5a-a436-4b921893739c,,,,,,,,,
271,15180486,15185054,Flange-1116,Geometry Group,,b49e8c75-8fcc-5d9e-a809-e0a9ead1dd0c,,,,,,,,,
272,15185511,15190067,Flange-1117,Geometry Group,,cd77aa32-746f-5f3a-9a08-b48818f54913,,,,,,,,,
273,15190524,15195080,Flange-1118,Geometry Group,,b416a226-52eb-5931-8750-a5bfb8b87e83,,,,,,,,,
274,15201414,15205971,Flange-1105,Geometry Group,,6689a782-2f8c-50f0-b913-e69be81f20b7,,,,,,,,,
275,15206428,15210985,Flange-1106,Geometry Group,,eb1d4917-5e21-5157-95ea-71f910b4ad9f,,,,,,,,,
276,15211442,15216001,Flange-1110,Geometry Group,,4360fc8a-b050-5593-825f-2686a799f81e,,,,,,,,,
277,15216458,15221016,Flange-1111,Geometry Group,,62fde936-8f70-5ece-94e9-0b21c4c2a2a5,,,,,,,,,
278,15228855,15233407,Flange-1127,Geometry Group,,c95242a2-d352-53c8-be70-65037186f5c2,,,,,,,,,
279,15236862,15241415,Flange-1103,Geometry Group,,68b77de9-a765-5124-b5cb-e6ccf4f97940,,,,,,,,,
280,15244491,15249042,Flange-1102,Geometry Group,,d83325ab-73b5-5869-aca8-2ea1aa376cf8,,,,,,,,,
281,15254669,15259225,Flange-1101,Geometry Group,,a77830b2-fdcf-5d77-a239-8d1ced42a76c,,,,,,,,,
282,15259682,15264237,Flange-1104,Geometry Group,,31bcbe23-652f-506b-96a4-ae40ee3095a2,,,,,,,,,
283,15273557,15278107,Flange-1260,Geometry Group,,68ab77ff-14e2-5d87-aae4-c574f6789d0d,,,,,,,,,
284,15278564,15283116,Flange-1261,Geometry Group,,8ce93a8d-1946-5e6e-aae1-c5999d400bcc,,,,,,,,,
285,15286538,15291082,Flange-1259,Geometry Group,,56c73740-20d5-5d9d-a647-0f920e98ff59,,,,,,,,,
286,15297075,15301638,Flange-1155,Geometry Group,,f0a47d28-2857-5faa-8697-47fca5a2b4b5,,,,,,,,,
287,15302095,15306659,Flange-1156,Geometry Group,,acd9b5fc-58bb-5503-8792-44f4a2bc4457,,,,,,,,,
288,15322774,15327342,Flange-1262,Geometry Group,,1719b60e-5cfc-574a-a37c-f1733bc17f1e,,,,,,,,,
289,15329698,15334266,Flange-1263,Geometry Group,,6f5d1cce-5901-5824-be7b-9800764c542c,,,,,,,,,
290,15339136,15343689,Flange-1253,Geometry Group,,2003d7a7-caee-5299-b815-032739974ef6,,,,,,,,,
291,15344146,15348703,Flange-1254,Geometry Group,,3f9c36b5-1431-54a4-80f3-7a88510604a7,,,,,,,,,
292,15349160,15353715,Flange-1255,Geometry Group,,824e02bf-3a91-573a-81a5-6acb9f36f9c6,,,,,,,,,
293,15354172,15358724,Flange-1256,Geometry Group,,6db6ef7e-11ed-5e6a-b39f-67d52fb4b723,,,,,,,,,
294,15359181,15363733,Flange-1257,Geometry Group,,1b49a331-fd66-5b5f-9d43-63ac680ec584,,,,,,,,,
295,15364190,15368738,Flange-1258,Geometry Group,,1e849bf0-127d-5f07-adfa-b618a31f00ba,,,,,,,,,
296,15377603,15382139,Flange-1238,Geometry Group,,313bfa46-b6b4-5139-a95c-65b6089c6e2f,,,,,,,,,
297,15382596,15387126,Flange-1239,Geometry Group,,069c9f80-03cf-5f1f-9a1e-38e951d77a15,,,,,,,,,
298,15390561,15395096,Flange-1201,Geometry Group,,4c6e06fb-5d59-511e-85ab-b4753770527e,,,,,,,,,
299,15395553,15400082,Flange-1202,Geometry Group,,401f0b7d-ae29-58d3-8cc4-39e4cd8cb9df,,,,,,,,,
300,15404202,15407919,Aspects,Geometry Group,,164509dc-370f-5d34-8b64-62971acb2422,,,,,,,,,
301,15412031,15415748,Aspects,Geometry Group,,1658e112-8bdd-5be0-ad77-18455bcda6b8,,,,,,,,,
302,15419860,15423563,Aspects,Geometry Group,,9f5f77d0-f473-5d4d-adff-17a92d8f9946,,,,,,,,,
303,15435699,15440257,Flange-2311,Geometry Group,,9c41c247-971b-5d19-8a8a-1c33d8a312bf,,,,,,,,,
304,15444399,15448939,Flange-2304,Geometry Group,,3f500fcc-8bcd-5471-a215-5f5f4981be45,,,,,,,,,
305,15449396,15453936,Flange-2309,Geometry Group,,d9da5201-6156-5304-9c07-487fc31cced6,,,,,,,,,
306,15454393,15458954,Flange-2310,Geometry Group,,37bc02ef-bb01-5771-8723-b3f438262b89,,,,,,,,,
307,15461286,15465835,Flange-2307,Geometry Group,,3e9598d1-410a-50ad-ad75-0b80da92f983,,,,,,,,,
308,15466292,15470841,Flange-2308,Geometry Group,,f076253b-4665-5bfa-93c7-1d06b66c3838,,,,,,,,,
309,15474983,15479529,Flange-2302,Geometry Group,,767d7695-47f3-5034-a479-3f5660b642d0,,,,,,,,,
310,15479986,15484535,Flange-2303,Geometry Group,,3e71d497-f179-5a8c-8e98-9cf684a4796b,,,,,,,,,
311,15490125,15494674,Flange-2305,Geometry Group,,c15aeca9-60bd-56ed-a0a5-df38523f4599,,,,,,,,,
312,15495131,15499680,Flange-2306,Geometry Group,,6527ad70-2a1b-55c2-8bf4-7aff2664e741,,,,,,,,,
313,15500137,15504682,Flange-2314,Geometry Group,,62e3ee9d-d4b8-530d-9574-ccec4f53632d,,,,,,,,,
314,15512099,15516637,Flange-2412,Geometry Group,,5df68c27-bafb-582f-8b4a-4d2677c7a11c,,,,,,,,,
315,15520779,15525317,Flange-1219,Geometry Group,,88918b17-ee00-5bb8-b1f8-3abb3ed8ad3c,,,,,,,,,
316,15530907,15535438,Flange-1181,Geometry Group,,dd1a7837-a2bf-5507-895b-51840b25ca14,,,,,,,,,
317,15535895,15540441,Flange-1182,Geometry Group,,0019dc93-f26b-5ffb-b0aa-b5241ff13c9e,,,,,,,,,
318,15540898,15545416,Flange-1183,Geometry Group,,884f86bb-5dd9-5855-92ca-071558fcadb9,,,,,,,,,
319,15545873,15550391,Flange-1184,Geometry Group,,9309dbc5-b4b4-5ead-8e05-acd3b8ef9241,,,,,,,,,
320,15550848,15555382,Flange-1185,Geometry Group,,471618eb-b2ad-5e32-baad-b4eac7d2b171,,,,,,,,,
321,15555839,15560373,Flange-1186,Geometry Group,,e26ed490-3ace-55db-b8c4-edbadabe8095,,,,,,,,,
322,15567411,15571945,Flange-1187,Geometry Group,,7377967b-c993-57d6-9965-57ae0bc7553f,,,,,,,,,
323,15572402,15576936,Flange-1188,Geometry Group,,b455e552-f81e-5ffa-8985-da820870c353,,,,,,,,,
324,15577393,15581939,Flange-1189,Geometry Group,,8160507e-84ee-548e-b1fb-2e69c692d92e,,,,,,,,,
325,15582396,15586914,Flange-1190,Geometry Group,,e795dcd6-43bc-5735-9b7f-dc3650603df8,,,,,,,,,
326,15587371,15591889,Flange-1191,Geometry Group,,79591709-408b-5c13-8a33-f127fa8c5c6a,,,,,,,,,
327,15597858,15602397,Flange-1160,Geometry Group,,1c7ff8cd-247b-57d3-b0e5-3f22a921b98c,,,,,,,,,
328,15604005,15608544,Flange-1161,Geometry Group,,18b6f5e6-5fec-550c-9747-5ccab90de67d,,,,,,,,,
329,15611962,15616510,Flange-1172,Geometry Group,,adddff39-2704-56c3-806f-288e1156bd42,,,,,,,,,
330,15616967,15621515,Flange-1173,Geometry Group,,83f22977-5a5d-5927-b901-fce0b0361298,,,,,,,,,
331,15621972,15626519,Flange-1174,Geometry Group,,d5c4cb99-9daa-5e6f-b7bf-4e5066e8002a,,,,,,,,,
332,15626976,15631523,Flange-1175,Geometry Group,,139b8909-17c1-576d-a37e-64f6695c97ed,,,,,,,,,
333,15639285,15643830,Flange-1167,Geometry Group,,12e26fb9-7241-58e1-8205-5d74b46f971a,,,,,,,,,
334,15644287,15648835,Flange-1168,Geometry Group,,37e6c34b-8a3b-501a-8217-a743c4059a1e,,,,,,,,,
335,15649292,15653840,Flange-1169,Geometry Group,,b1eb6630-1618-53a4-8bef-4054b6a0318a,,,,,,,,,
336,15654297,15658846,Flange-1170,Geometry Group,,9f46c923-0c59-52df-a622-e48bba49d824,,,,,,,,,
337,15659303,15663852,Flange-1171,Geometry Group,,46574908-c119-5a79-9805-28d490de9311,,,,,,,,,
338,15673079,15677609,Flange-1179,Geometry Group,,b4ccb72f-f281-5118-890c-32504caf526e,,,,,,,,,
339,15678066,15682596,Flange-1180,Geometry Group,,079544bb-4fbc-500c-8ec3-bf88137682ac,,,,,,,,,
340,15690039,15693874,Conduits-EC--0001-COND-0002,Geometry Group,,83fe3efa-041b-5e6c-ae5e-0ce2ef6d3b90,,,,,,,,,
341,15696293,15700128,Conduits-EC--0002-COND-0001,Geometry Group,,74a4ebe9-0490-5c8b-bbda-3406521ca215,,,,,,,,,
342,15702128,15705963,Conduits-EC--0002-COND-0005,Geometry Group,,1bed0527-cbcd-5ea7-ad8b-bb0a0501c7a2,,,,,,,,,
343,15706877,15710712,Conduits-EC--0002-COND-0006,Geometry Group,,726a0553-509d-53f7-b3ec-b49a226e321b,,,,,,,,,
344,15713131,15716966,Conduits-EC--0003-COND-0001,Geometry Group,,bfe63587-3903-56ba-bd5e-bfee571d9446,,,,,,,,,
345,15718242,15722078,Conduits-EC--0003-COND-0003,Geometry Group,,ad181562-a719-5284-af15-1c1a6c0df215,,,,,,,,,
346,15725221,15729055,Conduits-EC--0004-COND-0002,Geometry Group,,b14db172-dad3-59c9-81b8-30528750aafa,,,,,,,,,
347,15731836,15735670,Conduits-EC--0005-COND-0002,Geometry Group,,f16de8d9-4ba9-5791-9f17-f53d35f765a8,,,,,,,,,
348,15774705,15778421,MCC-1010,Geometry Group,,bb46ab61-a43f-5df3-b885-8a3f36dc329b,,,,,,,,,
349,15787933,15791649,PDB-1001,Geometry Group,,4a44409a-6349-5650-9e99-ffe06e489221,,,,,,,,,
350,15793477,15797194,PDB-1010,Geometry Group,,4171a773-84ba-53f4-a3df-8fc96690989a,,,,,,,,,
351,15799936,15803653,PDB-2010,Geometry Group,,0a2d6c16-3af9-5c88-85e7-a631021fc895,,,,,,,,,
352,15805481,15809174,T-1001,Geometry Group,,0a35ad14-31d6-5676-a52f-dbeab392a61f,,,,,,,,,
353,15811002,15814695,T-1002,Geometry Group,,c4894f38-fac7-571a-b88e-df9a2c48f44e,,,,,,,,,
354,15876403,15880293,Trays-ET--0009-TRAY-0001,Geometry Group,,3c532293-2fd9-5da9-ba28-a4ac2aee5ae2,,,,,,,,,
355,15887550,15891278,Aspects,Geometry Group,,015411ad-b0db-5640-80c1-e6caba8704ab,,,,,,,,,
356,15894644,15898359,Aspects,Geometry Group,,d48df15f-7247-58c6-83e0-c8ab7ffef69d,,,,,,,,,
357,15903743,15907458,Aspects,Geometry Group,,c1e2ecd6-ea57-5215-8d1f-8fca31934ec4,,,,,,,,,
358,15912842,15916558,Aspects,Geometry Group,,bb696921-1e55-53fd-85fd-4f787cb735ef,,,,,,,,,
359,15924920,15929452,Flange-1247,Geometry Group,,5f0c4861-45b3-57e6-9402-ab5e17f850ff,,,,,,,,,
360,15929909,15934441,Flange-1248,Geometry Group,,4b256e41-0544-5e4d-abd2-0585c01e0d3f,,,,,,,,,
361,15934898,15939420,Flange-1249,Geometry Group,,bd5d5972-fcf1-51e7-b0fd-b592ebd76a4f,,,,,,,,,
362,15939877,15944411,Flange-1250,Geometry Group,,30f3f684-d2f8-528e-9372-8103921aad80,,,,,,,,,
363,15948191,15952728,Flange-1241,Geometry Group,,6485a287-500a-528f-8230-641bef8bef0f,,,,,,,,,
364,15955784,15960320,Flange-1252,Geometry Group,,36d9ecae-a10f-5ae4-9d6f-e8836d70c6b0,,,,,,,,,
365,15962652,15967190,Flange-1242,Geometry Group,,4580d265-7436-55e2-9509-51377820cbb3,,,,,,,,,
366,15969160,15973684,Flange-1251,Geometry Group,,1bdf3eca-b10f-539a-876e-de02070d44b0,,,,,,,,,
367,15975654,15980192,Flange-1240,Geometry Group,,d96e95bd-e951-50fc-b653-255bcbe0dcd6,,,,,,,,,
368,16072534,16077059,Flange-0032,Geometry Group,,76f969c8-88ab-530c-8e9d-f7130de8ba58,,,,,,,,,
369,16077516,16082041,Flange-0033,Geometry Group,,d6e731dd-870a-5ffe-8539-690e90c41cd1,,,,,,,,,
370,16087619,16092135,Flange-0031,Geometry Group,,d985c161-f40b-5d02-9a02-65142eacae59,,,,,,,,,
371,16092592,16097117,Flange-0034,Geometry Group,,5be7678b-6762-5d6c-b97f-36fe4dd8954f,,,,,,,,,
372,16097574,16102099,Flange-0035,Geometry Group,,37eec496-4216-5a79-8e06-f67c293e6fcc,,,,,,,,,
373,16102556,16107081,Flange-0036,Geometry Group,,6c6b2d38-a934-5444-9fc0-35af44038e33,,,,,,,,,
374,16107538,16112063,Flange-0037,Geometry Group,,0c5fc315-f965-5886-9957-cd851bfe360a,,,,,,,,,
375,16112520,16117035,Flange-0038,Geometry Group,,c9fec168-1a5c-5c94-ba4f-5b97d20e6a60,,,,,,,,,
376,16117492,16122007,Flange-0039,Geometry Group,,40d5abf9-e4f9-587d-bd90-3c6e10d03fa7,,,,,,,,,
377,16122464,16126989,Flange-0042,Geometry Group,,79811c8c-f69b-53ff-b229-312a7bc1f330,,,,,,,,,
378,16127446,16131971,Flange-0043,Geometry Group,,7d1a70b5-4c9e-56e9-867c-dfba804b11c8,,,,,,,,,
379,16132428,16136944,Flange-0044,Geometry Group,,af5a0834-457f-5ce3-ab37-54bd36bbb061,,,,,,,,,
380,16137401,16141916,Flange-0045,Geometry Group,,12c03e7e-90cf-551e-849e-5e751058ca75,,,,,,,,,
381,16158645,16162317,Aspects,Geometry Group,,f5b18a66-017d-53a2-beb2-40ac58d49d0e,,,,,,,,,
382,16165774,16169446,Aspects,Geometry Group,,9f51e271-36eb-5dce-83ec-983f0c926cf8,,,,,,,,,
383,16173360,16177032,Aspects,Geometry Group,,6dac6879-2ddb-58a6-88a9-993cc580e77f,,,,,,,,,
384,16182665,16186420,Aspects,Geometry Group,,9ba24df5-58c1-5d2a-9938-c76fc3636363,,,,,,,,,
385,16188700,16192454,Aspects,Geometry Group,,ad1ee447-8f50-5c8f-8396-2be5fee60c8f,,,,,,,,,
386,16194734,16198488,Aspects,Geometry Group,,850915a1-8ebc-5683-8eb5-99bf24fdcf48,,,,,,,,,
387,16200768,16204522,Aspects,Geometry Group,,a55507ac-f68b-5208-808d-debc9ebac9c0,,,,,,,,,
388,16206802,16210556,Aspects,Geometry Group,,7ee6223e-a940-5e44-acec-e9890091e4de,,,,,,,,,
389,16212836,16216590,Aspects,Geometry Group,,99a56cef-9590-5fa8-aa04-a63cf800cc3b,,,,,,,,,
390,16218930,16222699,Aspects,Geometry Group,,a6dd04de-179a-52fd-819f-765d527f0026,,,,,,,,,
391,16224975,16228609,Aspects,Geometry Group,,e58539cb-80b2-58c8-ba7d-ea93ac5d19c7,,,,,,,,,
392,16235722,16239356,Aspects,Geometry Group,,d18dc280-b870-50db-9a90-5626ae27d5c2,,,,,,,,,
393,16245917,16249551,Aspects,Geometry Group,,c4e64b5e-c9b2-531d-96c9-12cdcfea33de,,,,,,,,,
394,16256112,16259746,Aspects,Geometry Group,,d1765ad7-2be2-5e4a-81e8-fa314f43c4f7,,,,,,,,,
395,16265945,16269579,Aspects,Geometry Group,,e3b6fcac-f2e6-54e5-873f-2628a7379ebf,,,,,,,,,
396,16279694,16284342,Flange-3574,Geometry Group,,027f6a20-7c94-54bd-a62a-ff59fdd90c7b,,,,,,,,,
397,16289295,16293941,Flange-3436,Geometry Group,,81ecc00f-feff-5989-8ddd-54ad2cf0403f,,,,,,,,,
398,16294398,16299044,Flange-3437,Geometry Group,,9c084556-c89e-55de-9d49-cc0aace039d2,,,,,,,,,
399,16299501,16304151,Flange-3438,Geometry Group,,9193081e-401b-547e-be64-933c515a47e2,,,,,,,,,
400,16307142,16311739,Weldolet-0205,Geometry Group,,3ff7ca72-dd3d-5462-a28c-998b069de836,,,,,,,,,
401,16316692,16321339,Flange-3444,Geometry Group,,0faef096-0358-532f-9f33-73f6f1506e98,,,,,,,,,
402,16321796,16326443,Flange-3445,Geometry Group,,f8fffde6-bb16-56a6-a60b-33640b35f75f,,,,,,,,,
403,16326900,16331550,Flange-3446,Geometry Group,,17969d70-e6e4-5505-a7fc-4a562d969f44,,,,,,,,,
404,16334903,16339499,Weldolet-0201,Geometry Group,,f3aa1b96-d768-5614-b247-cbd18c541d8d,,,,,,,,,
405,16344090,16348736,Flange-3595,Geometry Group,,a60f6ef8-078f-5024-8abd-469bb3668272,,,,,,,,,
406,16349193,16353839,Flange-3596,Geometry Group,,913428d8-d5be-5b8f-abaf-8321f69f2922,,,,,,,,,
407,16354296,16358942,Flange-3597,Geometry Group,,ad1e4beb-dd31-5956-aad8-091f9780b541,,,,,,,,,
408,16359399,16364049,Flange-3598,Geometry Group,,14e27285-99f1-5f5c-be99-5584ee378f90,,,,,,,,,
409,16370088,16374735,Flange-3577,Geometry Group,,3e2d39e2-0575-571d-9eea-7f7b0a844a80,,,,,,,,,
410,16380412,16385052,Flange-3607,Geometry Group,,7c734c8c-0e37-5c7c-892e-30e88f2a2538,,,,,,,,,
411,16387681,16392277,Weldolet-0231,Geometry Group,,d40b5573-c347-5d4f-b61e-c984c73736a3,,,,,,,,,
412,16396506,16401157,Flange-3452,Geometry Group,,6a720045-046e-516e-b698-42196fba5a6f,,,,,,,,,
413,16403786,16408383,Weldolet-0206,Geometry Group,,c2a33c6c-a9a9-5e9a-8553-d0b0f58f12bd,,,,,,,,,
414,16414487,16419106,Flange-11501,Geometry Group,,c1168fa5-6655-54e6-bf64-d011dacdb034,,,,,,,,,
415,16419563,16424204,Flange-11502,Geometry Group,,3bb47741-1a0c-5e60-a728-c9deff454dd9,,,,,,,,,
416,16428787,16433425,Flange-3539,Geometry Group,,104dfe85-8011-5698-99fd-47c4acbfe214,,,,,,,,,
417,16435103,16439741,Flange-3544,Geometry Group,,b37e19c5-8fe6-54a4-8501-56a72173e57c,,,,,,,,,
418,16446861,16448557,Geometry,Geometry Group,,,,,,,,,,,
419,16453736,16455432,Geometry,Geometry Group,,,,,,,,,,,
420,16459644,16464282,Flange-3546,Geometry Group,,b7b24113-8311-5d2b-9679-b45369de10cc,,,,,,,,,
421,16464739,16469381,Flange-4203,Geometry Group,,73acf5bf-1f7b-5066-9916-24f6f485ca13,,,,,,,,,
422,16476506,16478202,Geometry,Geometry Group,,,,,,,,,,,
423,16483147,16487789,Flange-3556,Geometry Group,,83808afc-f3c5-5e75-9f34-20f6fa2024d2,,,,,,,,,
424,16488246,16492888,Flange-3557,Geometry Group,,a29881ff-26c6-574b-8a09-2aeb90a167d4,,,,,,,,,
425,16493345,16497986,Flange-3558,Geometry Group,,997742f6-18a5-5720-99fd-ccd5ae40d1db,,,,,,,,,
426,16498443,16503084,Flange-3559,Geometry Group,,03173681-0a7e-5403-8991-81ec92cbab37,,,,,,,,,
427,16503541,16508193,Flange-3560,Geometry Group,,5758c729-7c64-5bea-8f84-e34ffb112c54,,,,,,,,,
428,16513491,16518133,Flange-3569,Geometry Group,,13a299fb-0e14-5a08-bb62-40cc6ede9017,,,,,,,,,
429,16518590,16523232,Flange-3570,Geometry Group,,84001d9d-e4c0-5e58-b9c3-c2f00cfcbb3a,,,,,,,,,
430,16523689,16528330,Flange-3571,Geometry Group,,c21ace31-c45d-5423-ab25-aa2414f1dd77,,,,,,,,,
431,16528787,16533428,Flange-3572,Geometry Group,,a4d9da0f-e2a3-5e66-80f4-8ef05756fdb7,,,,,,,,,
432,16533885,16538537,Flange-3573,Geometry Group,,5f0307dd-e4eb-5f7a-873a-9b6fc280519b,,,,,,,,,
433,16547468,16549164,Geometry,Geometry Group,,,,,,,,,,,
434,16554331,16556027,Geometry,Geometry Group,,,,,,,,,,,
435,16569428,16571124,Geometry,Geometry Group,,,,,,,,,,,
436,16576283,16577979,Geometry,Geometry Group,,,,,,,,,,,
437,16586558,16588254,Geometry,Geometry Group,,,,,,,,,,,
438,16593431,16595127,Geometry,Geometry Group,,,,,,,,,,,
439,16600316,16602012,Geometry,Geometry Group,,,,,,,,,,,
440,16610944,16612640,Geometry,Geometry Group,,,,,,,,,,,
441,16617817,16619513,Geometry,Geometry Group,,,,,,,,,,,
442,16624702,16626398,Geometry,Geometry Group,,,,,,,,,,,
443,16631343,16635960,Sockolet-0404,Geometry Group,,98ac8048-3510-5410-8df2-7e2e35c1f2f8,,,,,,,,,
444,16639543,16644160,Sockolet-0403,Geometry Group,,71105898-f15e-50ab-befc-cbaf860f915e,,,,,,,,,
445,16651727,16653423,Geometry,Geometry Group,,,,,,,,,,,
446,16658588,16660284,Geometry,Geometry Group,,,,,,,,,,,
447,16666682,16668378,Geometry,Geometry Group,,,,,,,,,,,
448,16673555,16675251,Geometry,Geometry Group,,,,,,,,,,,
