mesh_index,fbx_pos,fbx_end,sp3d_name,sp3d_type,sp3d_internal_type,object_id,sp3d_moniker,sp3d_display_name,sp3d_system_path,sp3d_bom_desc,sp3d_support_assembly,sp3d_support_weight,sp3d_status,sp3d_construction_type,sp3d_support_location
422,16476506,16478202,Geometry,Geometry,SP3D Entity,,,,,,,,,,
423,16483147,16487789,Flange-3556,Geometry Group,SP3D Entity,83808afc-f3c5-5e75-9f34-20f6fa2024d2,@a=0027!!80005##720109690368428248,Flange-3556,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-003\Distillation Unit B01-3-P-0101-1C0031,,,,Working,New,
424,16488246,16492888,Flange-3557,Geometry Group,SP3D Entity,a29881ff-26c6-574b-8a09-2aeb90a167d4,@a=0027!!80005##720109690368428250,Flange-3557,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-003\Distillation Unit B01-3-P-0101-1C0031,,,,Working,New,
425,16493345,16497986,Flange-3558,Geometry Group,SP3D Entity,997742f6-18a5-5720-99fd-ccd5ae40d1db,@a=0027!!80005##720109690368428257,Flange-3558,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-003\Distillation Unit B01-3-P-0101-1C0031,,,,Working,New,
426,16498443,16503084,Flange-3559,Geometry Group,SP3D Entity,03173681-0a7e-5403-8991-81ec92cbab37,@a=0027!!80005##720109690368428259,Flange-3559,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-003\Distillation Unit B01-3-P-0101-1C0031,,,,Working,New,
427,16503541,16508193,Flange-3560,Geometry Group,SP3D Entity,5758c729-7c64-5bea-8f84-e34ffb112c54,@a=0027!!80005##720109690368428243,Flange-3560,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-003\Distillation Unit B01-3-P-0101-1C0031,,,,Working,New,
428,16513491,16518133,Flange-3569,Geometry Group,SP3D Entity,13a299fb-0e14-5a08-bb62-40cc6ede9017,@a=0027!!80005##720109690368428443,Flange-3569,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-003\Distillation Unit B01-3-P-0102-1C0031,,,,Working,New,
429,16518590,16523232,Flange-3570,Geometry Group,SP3D Entity,84001d9d-e4c0-5e58-b9c3-c2f00cfcbb3a,@a=0027!!80005##720109690368428445,Flange-3570,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-003\Distillation Unit B01-3-P-0102-1C0031,,,,Working,New,
430,16523689,16528330,Flange-3571,Geometry Group,SP3D Entity,c21ace31-c45d-5423-ab25-aa2414f1dd77,@a=0027!!80005##720109690368428449,Flange-3571,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-003\Distillation Unit B01-3-P-0102-1C0031,,,,Working,New,
431,16528787,16533428,Flange-3572,Geometry Group,SP3D Entity,a4d9da0f-e2a3-5e66-80f4-8ef05756fdb7,@a=0027!!80005##720109690368428451,Flange-3572,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-003\Distillation Unit B01-3-P-0102-1C0031,,,,Working,New,
432,16533885,16538537,Flange-3573,Geometry Group,SP3D Entity,5f0307dd-e4eb-5f7a-873a-9b6fc280519b,@a=0027!!80005##720109690368428455,Flange-3573,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-003\Distillation Unit B01-3-P-0102-1C0031,,,,Working,New,
433,16547468,16549164,Geometry,Geometry,SP3D Entity,,,,,,,,,,
434,16554331,16556027,Geometry,Geometry,SP3D Entity,,,,,,,,,,
435,16569428,16571124,Geometry,Geometry,SP3D Entity,,,,,,,,,,
436,16576283,16577979,Geometry,Geometry,SP3D Entity,,,,,,,,,,
437,16586558,16588254,Geometry,Geometry,SP3D Entity,,,,,,,,,,
438,16593431,16595127,Geometry,Geometry,SP3D Entity,,,,,,,,,,
439,16600316,16602012,Geometry,Geometry,SP3D Entity,,,,,,,,,,
440,16610944,16612640,Geometry,Geometry,SP3D Entity,,,,,,,,,,
441,16617817,16619513,Geometry,Geometry,SP3D Entity,,,,,,,,,,
442,16624702,16626398,Geometry,Geometry,SP3D Entity,,,,,,,,,,
443,16631343,16635960,Sockolet-0404,Geometry Group,SP3D Entity,98ac8048-3510-5410-8df2-7e2e35c1f2f8,@a=0027!!80005##720109690368429766,Sockolet-0404,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-009\Distillation Unit B01-1-P-0011-2C0032,,,,Working,New,
444,16639543,16644160,Sockolet-0403,Geometry Group,SP3D Entity,71105898-f15e-50ab-befc-cbaf860f915e,@a=0027!!80005##720109690368429837,Sockolet-0403,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-009\Distillation Unit B01-1-P-0012-2C0032,,,,Working,New,
445,16651727,16653423,Geometry,Geometry,SP3D Entity,,,,,,,,,,
446,16658588,16660284,Geometry,Geometry,SP3D Entity,,,,,,,,,,
447,16666682,16668378,Geometry,Geometry,SP3D Entity,,,,,,,,,,
448,16673555,16675251,Geometry,Geometry,SP3D Entity,,,,,,,,,,
449,16681491,16683187,Geometry,Geometry,SP3D Entity,,,,,,,,,,
450,16691746,16693442,Geometry,Geometry,SP3D Entity,,,,,,,,,,
451,16698612,16700308,Geometry,Geometry,SP3D Entity,,,,,,,,,,
452,16705479,16707175,Geometry,Geometry,SP3D Entity,,,,,,,,,,
453,16712346,16714042,Geometry,Geometry,SP3D Entity,,,,,,,,,,
454,16719212,16720908,Geometry,Geometry,SP3D Entity,,,,,,,,,,
455,16726078,16727774,Geometry,Geometry,SP3D Entity,,,,,,,,,,
456,16732955,16734651,Geometry,Geometry,SP3D Entity,,,,,,,,,,
457,16745749,16747445,Geometry,Geometry,SP3D Entity,,,,,,,,,,
458,16752616,16754312,Geometry,Geometry,SP3D Entity,,,,,,,,,,
459,16759482,16761178,Geometry,Geometry,SP3D Entity,,,,,,,,,,
460,16766348,16768044,Geometry,Geometry,SP3D Entity,,,,,,,,,,
461,16773225,16774921,Geometry,Geometry,SP3D Entity,,,,,,,,,,
462,16789399,16791095,Geometry,Geometry,SP3D Entity,,,,,,,,,,
463,16796262,16797958,Geometry,Geometry,SP3D Entity,,,,,,,,,,
464,16803119,16804815,Geometry,Geometry,SP3D Entity,,,,,,,,,,
465,16820395,16822091,Geometry,Geometry,SP3D Entity,,,,,,,,,,
466,16827264,16828960,Geometry,Geometry,SP3D Entity,,,,,,,,,,
467,16829779,16834419,Flange-3442,Geometry Group,SP3D Entity,85940e38-f00d-5149-a409-953392d1576e,@a=0027!!80005##720109690309956818,Flange-3442,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-011\Distillation Unit B01-2-P-0101-1C0031,,,,Working,New,
468,16839224,16840920,Geometry,Geometry,SP3D Entity,,,,,,,,,,
469,16851785,16856423,Flange-3562,Geometry Group,SP3D Entity,81f1af96-a5f0-5684-a3ab-6b403e07e20f,@a=0027!!80005##720109690368426959,Flange-3562,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-014\Distillation Unit B01-3-P-0203-1C0031,,,,Working,New,
470,16858101,16862740,Flange-3545,Geometry Group,SP3D Entity,5adb1640-3068-592c-bd08-d2eba3462769,@a=0027!!80005##720109690368426923,Flange-3545,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-014\Distillation Unit B01-3-P-0208-1C0031,,,,Working,New,
471,16865504,16870143,Flange-3552,Geometry Group,SP3D Entity,5a056dd2-0708-5d0a-973f-187118bfe387,@a=0027!!80005##720109690368426946,Flange-3552,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-014\Distillation Unit B01-4-P-0204-1C0031,,,,Working,New,
472,16870600,16875243,Flange-3553,Geometry Group,SP3D Entity,7bda6ac9-2090-51fa-81e5-ca9065c125ed,@a=0027!!80005##720109690368426929,Flange-3553,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-014\Distillation Unit B01-4-P-0204-1C0031,,,,Working,New,
473,16875700,16880342,Flange-3554,Geometry Group,SP3D Entity,9fb4e414-e772-5446-a5cf-ece6ae67550b,@a=0027!!80005##720109690368426951,Flange-3554,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-014\Distillation Unit B01-4-P-0204-1C0031,,,,Working,New,
474,16880799,16885441,Flange-3555,Geometry Group,SP3D Entity,7c891efa-3c4b-564c-b2d6-bb19149af620,@a=0027!!80005##720109690368426953,Flange-3555,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-014\Distillation Unit B01-4-P-0204-1C0031,,,,Working,New,
475,16890015,16894646,Flange-3540,Geometry Group,SP3D Entity,5cc4df11-41fc-5f0e-934a-cb25f9d15919,@a=0027!!80005##720109690368427219,Flange-3540,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-014\Distillation Unit B01-4-P-0207-1C0031,,,,Working,New,
476,16903481,16908123,Flange-3593,Geometry Group,SP3D Entity,9d46cc92-5fe5-5980-8d32-c6443e2d69e7,@a=0027!!80005##720109690309967662,Flange-3593,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-015\Distillation Unit B01-3-P-0013-1C0031,,,,Working,New,
477,16908580,16913222,Flange-3594,Geometry Group,SP3D Entity,ff5bf935-8401-5095-884e-844cf5c1a103,@a=0027!!80005##720109690309967664,Flange-3594,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-015\Distillation Unit B01-3-P-0013-1C0031,,,,Working,New,
478,16914765,16919348,Weldolet-0233,Geometry Group,SP3D Entity,fa169594-2280-51b4-9697-ada924db8a9e,@a=0027!!80005##720109690309967658,Weldolet-0233,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-015\Distillation Unit B01-3-P-0013-1C0031,,,,Working,New,
479,16921750,16926395,Flange-3589,Geometry Group,SP3D Entity,2c53f6c4-82b5-555d-a4ce-43638b47b223,@a=0027!!80005##720109690309967647,Flange-3589,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-015\Distillation Unit B01-3-P-0015-1C0031,,,,Working,New,
480,16926852,16931497,Flange-3590,Geometry Group,SP3D Entity,917cabd8-d91d-552a-9083-5473d03a5602,@a=0027!!80005##720109690309967652,Flange-3590,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-015\Distillation Unit B01-3-P-0015-1C0031,,,,Working,New,
481,16935844,16940493,Flange-3599,Geometry Group,SP3D Entity,e6d7bcd6-2590-564b-bf2a-c6537f10c918,@a=0027!!80005##720109690309967635,Flange-3599,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-015\Distillation Unit B01-4-P-0012-1C0031,,,,Working,New,
482,16940950,16945603,Flange-3600,Geometry Group,SP3D Entity,b318cc3c-9783-526f-b8de-c7e7058a2832,@a=0027!!80005##720109690309967640,Flange-3600,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-015\Distillation Unit B01-4-P-0012-1C0031,,,,Working,New,
483,16949815,16954464,Flange-3601,Geometry Group,SP3D Entity,488cbc94-13bc-5569-a74a-284b613fa23b,@a=0027!!80005##720109690309967613,Flange-3601,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-015\Distillation Unit B01-4-P-0016-1C0031,,,,Working,New,
484,16954921,16959570,Flange-3602,Geometry Group,SP3D Entity,00ed2df0-1c28-526e-aee7-ac333499fa91,@a=0027!!80005##720109690309967625,Flange-3602,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-015\Distillation Unit B01-4-P-0016-1C0031,,,,Working,New,
485,16960027,16964670,Flange-3603,Geometry Group,SP3D Entity,737040f5-8795-5ee7-948c-b197e6014e2e,@a=0027!!80005##720109690309967610,Flange-3603,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-015\Distillation Unit B01-4-P-0016-1C0031,,,,Working,New,
486,16968882,16973524,Flange-3547,Geometry Group,SP3D Entity,7c10d6b1-e165-5889-88c9-06e69120493f,@a=0027!!80005##720109690368427498,Flange-3547,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-015\Distillation Unit B01-4-P-0101-1C0031,,,,Working,New,
487,16973981,16978623,Flange-3548,Geometry Group,SP3D Entity,eb83a652-287b-523d-a950-5a1914b3d2b8,@a=0027!!80005##720109690368427500,Flange-3548,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-015\Distillation Unit B01-4-P-0101-1C0031,,,,Working,New,
488,16979080,16983721,Flange-3549,Geometry Group,SP3D Entity,8e60c662-e1eb-5a9b-9f3e-a0f14c32713b,@a=0027!!80005##720109690368427482,Flange-3549,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-015\Distillation Unit B01-4-P-0101-1C0031,,,,Working,New,
489,16984178,16988819,Flange-3550,Geometry Group,SP3D Entity,80632ace-0eab-530c-aeff-ada828e46a65,@a=0027!!80005##720109690368427484,Flange-3550,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-015\Distillation Unit B01-4-P-0101-1C0031,,,,Working,New,
490,16989276,16993928,Flange-3551,Geometry Group,SP3D Entity,210f54e3-15f4-5c1d-b637-55f8a1991300,@a=0027!!80005##720109690368427488,Flange-3551,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-015\Distillation Unit B01-4-P-0101-1C0031,,,,Working,New,
491,16998502,17003139,Flange-3563,Geometry Group,SP3D Entity,18f9e340-7d2a-501a-951d-b13ac818981b,@a=0027!!80005##720109690309967306,Flange-3563,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-015\Distillation Unit B01-4-P-0102-1C0031,,,,Working,New,
492,17003596,17008239,Flange-3564,Geometry Group,SP3D Entity,5329485f-ba29-5770-9b87-176d3c9b9cda,@a=0027!!80005##720109690309967313,Flange-3564,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-015\Distillation Unit B01-4-P-0102-1C0031,,,,Working,New,
493,17008696,17013339,Flange-3565,Geometry Group,SP3D Entity,1b98d369-5d6e-5839-aa10-04d3a1106cb2,@a=0027!!80005##720109690309967315,Flange-3565,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-015\Distillation Unit B01-4-P-0102-1C0031,,,,Working,New,
494,17013796,17018438,Flange-3566,Geometry Group,SP3D Entity,6dd85c57-4e77-5f07-9148-ded2c638431d,@a=0027!!80005##720109690309967322,Flange-3566,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-015\Distillation Unit B01-4-P-0102-1C0031,,,,Working,New,
495,17018895,17023537,Flange-3567,Geometry Group,SP3D Entity,8dfa5254-20b2-5864-9272-525bec4bf091,@a=0027!!80005##720109690309967324,Flange-3567,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-015\Distillation Unit B01-4-P-0102-1C0031,,,,Working,New,
496,17023994,17028647,Flange-3568,Geometry Group,SP3D Entity,094a3604-925b-5b5b-87b2-4b6ac24720ef,@a=0027!!80005##720109690309967327,Flange-3568,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-015\Distillation Unit B01-4-P-0102-1C0031,,,,Working,New,
497,17036126,17040767,Flange-3450,Geometry Group,SP3D Entity,c163df79-52e7-5c28-b8b7-f2038b6a5606,@a=0027!!80005##720109690368426284,Flange-3450,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-020\Distillation Unit B01-2-P-0106-1C0031,,,,Working,New,
498,17041224,17045865,Flange-3451,Geometry Group,SP3D Entity,e5b97653-c870-543d-b0ba-c89e6824b823,@a=0027!!80005##720109690368426286,Flange-3451,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-020\Distillation Unit B01-2-P-0106-1C0031,,,,Working,New,
499,17047770,17052356,Weldolet-0213,Geometry Group,SP3D Entity,b7eb4e36-02f7-59c0-978f-941c451fd63a,@a=0027!!80005##720109690368426277,Weldolet-0213,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-020\Distillation Unit B01-2-P-0106-1C0031,,,,Working,New,
500,17054758,17059391,Flange-3526,Geometry Group,SP3D Entity,b2748334-302c-5e42-8a04-f5cb41cd7f84,@a=0027!!80005##720109690368426305,Flange-3526,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-020\Distillation Unit B01-2-P-0108-1C0031,,,,Working,New,
501,17059848,17064481,Flange-3527,Geometry Group,SP3D Entity,f740228f-1dcd-5198-ac1f-b097c9b79587,@a=0027!!80005##720109690368426309,Flange-3527,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-020\Distillation Unit B01-2-P-0108-1C0031,,,,Working,New,
502,17067607,17072245,Flange-3447,Geometry Group,SP3D Entity,0cd21c61-1b29-5b56-aaa7-96371ff72e7e,@a=0027!!80005##720109690368426227,Flange-3447,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-020\Distillation Unit B01-3-P-0104-1C0031,,,,Working,New,
503,17072702,17077344,Flange-3448,Geometry Group,SP3D Entity,e72466ab-3655-5daa-9e94-bf0415250168,@a=0027!!80005##720109690368426240,Flange-3448,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-020\Distillation Unit B01-3-P-0104-1C0031,,,,Working,New,
504,17077801,17082433,Flange-3449,Geometry Group,SP3D Entity,74379fae-6cff-5e96-b851-810290efb21c,@a=0027!!80005##720109690368426243,Flange-3449,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-020\Distillation Unit B01-3-P-0104-1C0031,,,,Working,New,
505,17086283,17090921,Flange-3528,Geometry Group,SP3D Entity,fc1563d1-13ff-5cb7-9936-f9514f9500bb,@a=0027!!80005##720109690368426291,Flange-3528,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-020\Distillation Unit B01-3-P-0105-1C0031,,,,Working,New,
506,17091378,17096016,Flange-3529,Geometry Group,SP3D Entity,f73b02b7-e536-5fd6-a169-c155586006fb,@a=0027!!80005##720109690368426297,Flange-3529,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-020\Distillation Unit B01-3-P-0105-1C0031,,,,Working,New,
507,17102038,17106622,Weldolet-0232,Geometry Group,SP3D Entity,4be9eeb0-f6af-53f2-b578-ff75201eab67,@a=0027!!80005##720109690368426270,Weldolet-0232,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-020\Distillation Unit B01-3-P-0109-1C0031,,,,Working,New,
508,17110450,17115071,Flange-3427,Geometry Group,SP3D Entity,fc4cc338-5764-594b-a046-96c949a9f789,@a=0027!!80005##720109690368459840,Flange-3427,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-021\Recovery Unit-3-P-0001-1C0031,,,,Working,New,
509,17115528,17120149,Flange-3428,Geometry Group,SP3D Entity,89942119-a42a-59d2-a490-0e906ac95b6b,@a=0027!!80005##720109690368459841,Flange-3428,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-021\Recovery Unit-3-P-0001-1C0031,,,,Working,New,
510,17120606,17125231,Flange-3429,Geometry Group,SP3D Entity,a18e41fb-2591-5d0b-8bb1-163c44c3b959,@a=0027!!80005##720109690368459847,Flange-3429,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-021\Recovery Unit-3-P-0001-1C0031,,,,Working,New,
511,17134886,17136582,Geometry,Geometry,SP3D Entity,,,,,,,,,,
512,17141749,17143445,Geometry,Geometry,SP3D Entity,,,,,,,,,,
513,17148615,17150311,Geometry,Geometry,SP3D Entity,,,,,,,,,,
514,17161176,17165806,Flange-3439,Geometry Group,SP3D Entity,0990b3ed-9388-593c-82b2-d3936c8d1e7e,@a=0027!!80005##720109690368460247,Flange-3439,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-023\Distillation Unit B01-2-P-0101-1C0031,,,,Working,New,
515,17170393,17175028,Flange-11605,Geometry Group,SP3D Entity,e2f93091-7d2c-58af-843a-a7f5b35921da,@a=0027!!80005##720109690309957952,Flange-11605,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-030\Distillation Unit B01-10-W-0101-1C0031,,,,Working,New,
516,17175485,17180120,Flange-11607,Geometry Group,SP3D Entity,3ed1f15a-effd-5a73-8b40-5cec625e37f6,@a=0027!!80005##720109690309957950,Flange-11607,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Process\P-030\Distillation Unit B01-10-W-0101-1C0031,,,,Working,New,
517,17189686,17194325,Flange-3576,Geometry Group,SP3D Entity,be0e9dec-6e1b-5c9c-861d-050170df5851,@a=0027!!80005##720109690368432586,Flange-3576,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Sole\GWR-001\Distillation Unit B01-4-K-0201-1C0031,,,,Working,New,
518,17202605,17207242,Flange-3430,Geometry Group,SP3D Entity,afe45590-4b50-554d-aa8c-0f2128c18a47,@a=0027!!80005##720109690368433622,Flange-3430,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Sole\GWR-002\Distillation Unit B01-2-W-0101-1C0031,,,,Working,New,
519,17207699,17212336,Flange-3431,Geometry Group,SP3D Entity,ab929f6d-2707-57cd-96ba-3c743b76eba0,@a=0027!!80005##720109690368433623,Flange-3431,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Sole\GWR-002\Distillation Unit B01-2-W-0101-1C0031,,,,Working,New,
520,17212793,17217424,Flange-3432,Geometry Group,SP3D Entity,ed9536da-3450-5d2a-bef1-eebbd0effc11,@a=0027!!80005##720109690368433639,Flange-3432,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Sole\GWR-002\Distillation Unit B01-2-W-0101-1C0031,,,,Working,New,
521,17217881,17222512,Flange-3433,Geometry Group,SP3D Entity,02278372-c486-5bec-a46c-14bbbd1b28b6,@a=0027!!80005##720109690368433641,Flange-3433,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Sole\GWR-002\Distillation Unit B01-2-W-0101-1C0031,,,,Working,New,
522,17222969,17227610,Flange-3434,Geometry Group,SP3D Entity,639acfb2-7e88-5672-8f6a-0dc117ceded1,@a=0027!!80005##720109690368433629,Flange-3434,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Sole\GWR-002\Distillation Unit B01-2-W-0101-1C0031,,,,Working,New,
523,17230601,17235188,Weldolet-0203,Geometry Group,SP3D Entity,2ccec095-dfc2-51b3-b2fa-612a87b6d70d,@a=0027!!80005##720109690368433618,Weldolet-0203,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Sole\GWR-002\Distillation Unit B01-2-W-0101-1C0031,,,,Working,New,
524,17238331,17242969,Flange-3575,Geometry Group,SP3D Entity,7cc58c56-b130-5fd8-8618-80115a875de7,@a=0027!!80005##720109690368432476,Flange-3575,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Sole\GWS-001\Distillation Unit B01-4-W-0101-1C0031,,,,Working,New,
525,17250525,17255157,Flange-3435,Geometry Group,SP3D Entity,41c40d07-384d-5217-9e5d-3ed317b0f642,@a=0027!!80005##720109690368434060,Flange-3435,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Sole\GWS-002\Distillation Unit B01-2-W-0101-1C0031,,,,Working,New,
526,17257062,17261650,Weldolet-0204,Geometry Group,SP3D Entity,b156fb43-4be7-5139-9452-ab7522f6d9a3,@a=0027!!80005##720109690368434057,Weldolet-0204,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\B01-PipingSys-Sole\GWS-002\Distillation Unit B01-2-W-0101-1C0031,,,,Working,New,
527,17264723,17268343,Utility_FOUR_HOLE_PLATE_4-1-C7,Geometry Group,SP3D Entity,1e7465b2-b097-5e40-85af-fcf4225969f1,@a=0028!!140039##299867550534045399,Utility_FOUR_HOLE_PLATE_4-1-C7,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\Hangers\Assy_FR_UC_CS_1-1-1,"0.38 in Plate Steel, 8.00 in X 8.00 in 4 eq spaced 0.69 in dia. holes 1.13 in from edges",Assy_FR_UC_CS_1-1-1,13.68 lbm,Working,,E 141 ft  7 in       N 469 ft  0 in      EL+ 10 ft  2 in
528,17271033,17274604,Utility_PLATE_2-1-C4,Geometry Group,SP3D Entity,efa4bded-09c7-5994-b040-97249e09bc56,@a=0028!!140039##720109690368437959,Utility_PLATE_2-1-C4,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\Hangers\Assy_LE_DL_7-1-11*,"0.25 in Plate Steel, 9.00 in X 4.00 in",Assy_LE_DL_7-1-11*,2.57 lbm,Working,,E 141 ft  7 in       N 457 ft  3 in       EL+ 2 ft  2 in
529,17276570,17280106,Utility_PLATE_2-1-C6,Geometry Group,SP3D Entity,0bcf12a0-48e9-5569-8a0a-a3266e5919fd,@a=0028!!140039##720109690368438140,Utility_PLATE_2-1-C6,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\Hangers\Assy_LE_DL_7-1-12*,"0.25 in Plate Steel, 9.00 in X 4.00 in",Assy_LE_DL_7-1-12*,2.57 lbm,Working,,E 141 ft  7 in       N 463 ft  7 in       EL+ 2 ft  2 in
530,17282426,17285965,Utility_PLATE_2-1-C1,Geometry Group,SP3D Entity,e46524f9-7cb0-5a6a-bfe4-559dbb371343,@a=0028!!140039##720109690368452731,Utility_PLATE_2-1-C1,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\Hangers\Assy_LE_DL_7-1-1,"0.25 in Plate Steel, 9.00 in X 4.00 in",Assy_LE_DL_7-1-1,7.8 lbm,Working,,E 141 ft  7 in       N 461 ft  2 in      EL+ 15 ft  4 in
531,17287931,17291466,Utility_PLATE_2-1-C5,Geometry Group,SP3D Entity,43d3e0ab-e53f-516e-a95d-f227cd148015,@a=0028!!140039##720109690368458820,Utility_PLATE_2-1-C5,TRAINING\Refining Area\Distillation Unit B01\B01-PipingSystems\Hangers\Assy_LE_DL_7-1-21*,"0.25 in Plate Steel, 9.00 in X 4.00 in",Assy_LE_DL_7-1-21*,2.57 lbm,Working,,E 121 ft  7 in       N 477 ft  6 in      EL+ 28 ft  5 in
532,17468986,17472654,Aspects,Geometry Group,SP3D Entity,bd3caf4c-588a-5e67-8a63-1d29afe70793,@a=0027!!20014##720109690309905586,B-004,TRAINING\Refining Area\Distillation Unit\B03-EquipmentSystems,,,,Working,New,
