mesh_index,fbx_pos,fbx_end,sp3d_name,sp3d_type,sp3d_internal_type,object_id,sp3d_moniker,sp3d_display_name,sp3d_system_path,sp3d_bom_desc,sp3d_support_assembly,sp3d_support_weight,sp3d_status,sp3d_construction_type,sp3d_support_location
213,14784123,14788653,Flange-1194,Geometry Group,SP3D Entity,65981d60-63ae-5629-acd1-d842b0ec75d5,@a=0028!!80005##1000449708449666881,Flange-1194,TRAINING\A3\U13\Piping\P-10143\U24-8-P-0001-1C0031,,,,Working,New,
214,14789110,14793646,Flange-1195,Geometry Group,SP3D Entity,95410358-9777-5fe9-bddb-a04d57431417,@a=0028!!80005##1000449708449666891,Flange-1195,TRAINING\A3\U13\Piping\P-10143\U24-8-P-0001-1C0031,,,,Working,New,
215,14796702,14801230,Flange-1193,Geometry Group,SP3D Entity,eca04ca6-919a-5be3-93db-a9b9c703ccfb,@a=0028!!80005##1000449708449666866,Flange-1193,TRAINING\A3\U13\Piping\P-10143\U24-8-P-0002-1C0031,,,,Working,New,
216,14804303,14808832,Flange-1234,Geometry Group,SP3D Entity,0618ae2c-872c-5052-919b-fd0c9e632595,@a=0028!!80005##1000449708449669236,Flange-1234,TRAINING\A3\U13\Piping\P-10144\U13-8-P-0001-1C0031,,,,Working,New,
217,14811526,14816061,Flange-1232,Geometry Group,SP3D Entity,12b0500e-9e63-5225-8504-02fe19a24c9e,@a=0028!!80005##1000449708449669216,Flange-1232,TRAINING\A3\U13\Piping\P-10144\U24-8-P-0102-1C0031,,,,Working,New,
218,14816518,14821047,Flange-1233,Geometry Group,SP3D Entity,e87c86af-28c2-588c-ab5f-9604c72de47a,@a=0028!!80005##1000449708449669222,Flange-1233,TRAINING\A3\U13\Piping\P-10144\U24-8-P-0102-1C0031,,,,Working,New,
219,14827809,14832356,Flange-1225,Geometry Group,SP3D Entity,924bb613-84f3-5b8b-8793-5f432ea07c8f,@a=0028!!80005##1000449708449668874,Flange-1225,TRAINING\A3\U13\Piping\P-10145\U13-12-P-0001-1C0031,,,,Working,New,
220,14832813,14837360,Flange-1226,Geometry Group,SP3D Entity,8600b613-9a17-59fe-99b6-fc5c56f31c03,@a=0028!!80005##1000449708449668878,Flange-1226,TRAINING\A3\U13\Piping\P-10145\U13-12-P-0001-1C0031,,,,Working,New,
221,14841161,14845714,Flange-1227,Geometry Group,SP3D Entity,53d65d33-90ac-5350-9257-ec2ad5e52435,@a=0028!!80005##1000449708449668886,Flange-1227,TRAINING\A3\U13\Piping\P-10146\U13-12-P-0001-1C0031,,,,Working,New,
222,14846171,14850718,Flange-1228,Geometry Group,SP3D Entity,4b5f21e0-5f21-5ea5-aab0-6b0c5538bca8,@a=0028!!80005##1000449708449668890,Flange-1228,TRAINING\A3\U13\Piping\P-10146\U13-12-P-0001-1C0031,,,,Working,New,
223,14870313,14874860,Flange-1129,Geometry Group,SP3D Entity,7df4d362-6aba-50da-b79a-37a83921a10b,@a=0028!!80005##1000449708449662786,Flange-1129,TRAINING\A3\U13\Piping\P-10147\TRN_Unit-3-P-0403-1C0031,,,,Working,New,
224,14877212,14881758,Flange-1128,Geometry Group,SP3D Entity,9cbd853b-4750-5c16-a6bc-8c91599fdda3,@a=0028!!80005##1000449708449662694,Flange-1128,TRAINING\A3\U13\Piping\P-10147\TRN_Unit-3-P-0404-1C0031,,,,Working,New,
225,14883748,14888306,Flange-1147,Geometry Group,SP3D Entity,c154e8c8-6936-51c2-b203-131666b0d696,@a=0028!!80005##1000449708449663380,Flange-1147,TRAINING\A3\U13\Piping\P-10147\TRN_Unit-3-P-0412-1C0031,,,,Working,New,
226,14888763,14893321,Flange-1148,Geometry Group,SP3D Entity,876ac87b-3ffd-561a-9e7f-bc361dcbd778,@a=0028!!80005##1000449708449663382,Flange-1148,TRAINING\A3\U13\Piping\P-10147\TRN_Unit-3-P-0412-1C0031,,,,Working,New,
227,14895588,14900122,Weldolet-0205,Geometry Group,SP3D Entity,6894d102-35a2-5ebd-b437-4a0b20620484,@a=0028!!80005##1000449708449663392,Weldolet-0205,TRAINING\A3\U13\Piping\P-10147\TRN_Unit-3-P-0412-1C0031,,,,Working,New,
228,14903560,14908117,Flange-1130,Geometry Group,SP3D Entity,1ec75906-2614-5f07-80bb-7ecac74ced9f,@a=0028!!80005##1000449708449662682,Flange-1130,TRAINING\A3\U13\Piping\P-10147\TRN_Unit-4-P-0401-1C0031,,,,Working,New,
229,14908574,14913131,Flange-1131,Geometry Group,SP3D Entity,f5f4116f-2183-536b-a680-3c20ca22cdc1,@a=0028!!80005##1000449708449662684,Flange-1131,TRAINING\A3\U13\Piping\P-10147\TRN_Unit-4-P-0401-1C0031,,,,Working,New,
230,14913588,14918146,Flange-1132,Geometry Group,SP3D Entity,9db8a614-5d48-5f85-8ba8-9ef00d53d44a,@a=0028!!80005##1000449708449662688,Flange-1132,TRAINING\A3\U13\Piping\P-10147\TRN_Unit-4-P-0401-1C0031,,,,Working,New,
231,14918603,14923161,Flange-1133,Geometry Group,SP3D Entity,ebbfb932-b7cc-5b23-b12c-38015728a951,@a=0028!!80005##1000449708449662690,Flange-1133,TRAINING\A3\U13\Piping\P-10147\TRN_Unit-4-P-0401-1C0031,,,,Working,New,
232,14930581,14935138,Flange-1151,Geometry Group,SP3D Entity,c6abcee6-71ec-5c23-b7f6-b554fafb0e65,@a=0028!!80005##1000449708449663748,Flange-1151,TRAINING\A3\U13\Piping\P-10147\TRN_Unit-4-P-0408-1C0031,,,,Working,New,
233,14935595,14940152,Flange-1152,Geometry Group,SP3D Entity,c7926c79-6609-5240-abe8-ac1d974ddcbc,@a=0028!!80005##1000449708449663750,Flange-1152,TRAINING\A3\U13\Piping\P-10147\TRN_Unit-4-P-0408-1C0031,,,,Working,New,
234,14940609,14945166,Flange-1153,Geometry Group,SP3D Entity,e7140a0b-ff03-50e5-9dc4-c65572dba1a7,@a=0028!!80005##1000449708449663772,Flange-1153,TRAINING\A3\U13\Piping\P-10147\TRN_Unit-4-P-0408-1C0031,,,,Working,New,
235,14945623,14950180,Flange-1154,Geometry Group,SP3D Entity,64fe5ed1-fe7c-563a-9426-b41e44749bc4,@a=0028!!80005##1000449708449663774,Flange-1154,TRAINING\A3\U13\Piping\P-10147\TRN_Unit-4-P-0408-1C0031,,,,Working,New,
236,14956876,14961439,Flange-1149,Geometry Group,SP3D Entity,7627e564-22af-5365-82f0-87753fb5eb34,@a=0028!!80005##1000449708449663463,Flange-1149,TRAINING\A3\U13\Piping\P-10147\TRN_Unit-4-P-0410-1C0031,,,,Working,New,
237,14963791,14968349,Flange-1140,Geometry Group,SP3D Entity,b4cce0d5-2561-54af-84ad-ad9332f2b906,@a=0028!!80005##1000449708449662752,Flange-1140,TRAINING\A3\U13\Piping\P-10147\TRN_Unit-4-P-0411-1C0031,,,,Working,New,
238,14968806,14973363,Flange-1141,Geometry Group,SP3D Entity,17ea7758-c0ae-5d88-be98-fad93007deec,@a=0028!!80005##1000449708449662754,Flange-1141,TRAINING\A3\U13\Piping\P-10147\TRN_Unit-4-P-0411-1C0031,,,,Working,New,
239,14973820,14978378,Flange-1142,Geometry Group,SP3D Entity,b8c44c6d-eb3b-5baa-8890-4c815ce14092,@a=0028!!80005##1000449708449662759,Flange-1142,TRAINING\A3\U13\Piping\P-10147\TRN_Unit-4-P-0411-1C0031,,,,Working,New,
240,14978835,14983392,Flange-1143,Geometry Group,SP3D Entity,3e4765ab-6c8b-547f-88d5-679430b69821,@a=0028!!80005##1000449708449662761,Flange-1143,TRAINING\A3\U13\Piping\P-10147\TRN_Unit-4-P-0411-1C0031,,,,Working,New,
241,14983849,14988418,Flange-1144,Geometry Group,SP3D Entity,5895dbd7-9740-59ad-95f8-20f8d180947e,@a=0028!!80005##1000449708449662770,Flange-1144,TRAINING\A3\U13\Piping\P-10147\TRN_Unit-4-P-0411-1C0031,,,,Working,New,
242,14988875,14993432,Flange-1145,Geometry Group,SP3D Entity,bad42577-6402-59b4-8b6d-8615c6720f62,@a=0028!!80005##1000449708449662775,Flange-1145,TRAINING\A3\U13\Piping\P-10147\TRN_Unit-4-P-0411-1C0031,,,,Working,New,
243,14993889,14998446,Flange-1146,Geometry Group,SP3D Entity,3f35e6ab-ec32-558f-a864-38f5b0c0fd0e,@a=0028!!80005##1000449708449662777,Flange-1146,TRAINING\A3\U13\Piping\P-10147\TRN_Unit-4-P-0411-1C0031,,,,Working,New,
244,15003332,15007895,Flange-1150,Geometry Group,SP3D Entity,c5363bd7-4e80-516e-86cc-abc05c0abcd4,@a=0028!!80005##1000449708449663496,Flange-1150,TRAINING\A3\U13\Piping\P-10147\TRN_Unit-4-P-0413-1C0031,,,,Working,New,
245,15012037,15016585,Flange-1134,Geometry Group,SP3D Entity,f949a6fd-2f45-5c97-8c69-c53ade516626,@a=0028!!80005##1000449708449662715,Flange-1134,TRAINING\A3\U13\Piping\P-10147\U20-4-P-0112-1C0031,,,,Working,New,
246,15017042,15021600,Flange-1135,Geometry Group,SP3D Entity,a613a993-25db-5b6e-8c4f-f3be11229e54,@a=0028!!80005##1000449708449662724,Flange-1135,TRAINING\A3\U13\Piping\P-10147\U20-4-P-0112-1C0031,,,,Working,New,
247,15022057,15026606,Flange-1136,Geometry Group,SP3D Entity,f17b3b81-6d9f-508d-8afa-7c06a1f6166e,@a=0028!!80005##1000449708449662728,Flange-1136,TRAINING\A3\U13\Piping\P-10147\U20-4-P-0112-1C0031,,,,Working,New,
248,15027063,15031611,Flange-1137,Geometry Group,SP3D Entity,f5844217-1b55-5031-a5b7-242fd5da29c7,@a=0028!!80005##1000449708449662735,Flange-1137,TRAINING\A3\U13\Piping\P-10147\U20-4-P-0112-1C0031,,,,Working,New,
249,15032068,15036614,Flange-1138,Geometry Group,SP3D Entity,6bedfdcd-b096-5678-b73c-6a53c48697e7,@a=0028!!80005##1000449708449662740,Flange-1138,TRAINING\A3\U13\Piping\P-10147\U20-4-P-0112-1C0031,,,,Working,New,
250,15037071,15041618,Flange-1139,Geometry Group,SP3D Entity,ef4b5f79-29df-5884-94ec-6b209780a27a,@a=0028!!80005##1000449708449662742,Flange-1139,TRAINING\A3\U13\Piping\P-10147\U20-4-P-0112-1C0031,,,,Working,New,
251,15056948,15061494,Flange-1108,Geometry Group,SP3D Entity,38b22626-6a2c-5b8a-9362-1b3f246b87e8,@a=0028!!80005##1000449708449661683,Flange-1108,TRAINING\A3\U13\Piping\P-10148\TRN_Unit-6-P-0505-1C0031,,,,Working,New,
252,15061951,15066496,Flange-1109,Geometry Group,SP3D Entity,5053d7af-99e5-5337-b242-fc611d0c867e,@a=0028!!80005##1000449708449661685,Flange-1109,TRAINING\A3\U13\Piping\P-10148\TRN_Unit-6-P-0505-1C0031,,,,Working,New,
253,15068486,15073044,Flange-1124,Geometry Group,SP3D Entity,a4900d18-de5f-5a31-93a1-9b36d68df23c,@a=0028!!80005##1000449708449662231,Flange-1124,TRAINING\A3\U13\Piping\P-10148\TRN_Unit-6-P-0506-1C0031,,,,Working,New,
254,15073501,15078059,Flange-1125,Geometry Group,SP3D Entity,014e130f-b631-56a8-be32-e2694dafdd42,@a=0028!!80005##1000449708449662233,Flange-1125,TRAINING\A3\U13\Piping\P-10148\TRN_Unit-6-P-0506-1C0031,,,,Working,New,
255,15080326,15084861,Weldolet-0202,Geometry Group,SP3D Entity,c8ab72c6-a8b0-514f-aa9f-487978d59604,@a=0028!!80005##1000449708449662227,Weldolet-0202,TRAINING\A3\U13\Piping\P-10148\TRN_Unit-6-P-0506-1C0031,,,,Working,New,
256,15087213,15091759,Flange-1107,Geometry Group,SP3D Entity,a2dc4df2-c932-5fc1-bbb1-1547a78dacf6,@a=0028!!80005##1000449708449661635,Flange-1107,TRAINING\A3\U13\Piping\P-10148\TRN_Unit-6-P-0511-1C0031,,,,Working,New,
257,15095197,15099755,Flange-1119,Geometry Group,SP3D Entity,41f4c0d3-1b2c-50ea-ac64-ba8a42751e7d,@a=0028!!80005##1000449708449661694,Flange-1119,TRAINING\A3\U13\Piping\P-10148\TRN_Unit-8-P-0502-1C0031,,,,Working,New,
258,15100212,15104768,Flange-1120,Geometry Group,SP3D Entity,5ccd979d-0756-54df-ad59-ffb1d98f45ec,@a=0028!!80005##1000449708449661697,Flange-1120,TRAINING\A3\U13\Piping\P-10148\TRN_Unit-8-P-0502-1C0031,,,,Working,New,
259,15105225,15109783,Flange-1121,Geometry Group,SP3D Entity,1d0d4295-e1a6-520e-afc6-ad819de4fc6f,@a=0028!!80005##1000449708449661704,Flange-1121,TRAINING\A3\U13\Piping\P-10148\TRN_Unit-8-P-0502-1C0031,,,,Working,New,
260,15110240,15114796,Flange-1122,Geometry Group,SP3D Entity,ea4e58a7-e362-5c89-8c92-1ab1f03c01f8,@a=0028!!80005##1000449708449661718,Flange-1122,TRAINING\A3\U13\Piping\P-10148\TRN_Unit-8-P-0502-1C0031,,,,Working,New,
261,15115253,15119809,Flange-1123,Geometry Group,SP3D Entity,4962d2b3-8027-59e1-8df8-df2d094c9422,@a=0028!!80005##1000449708449661720,Flange-1123,TRAINING\A3\U13\Piping\P-10148\TRN_Unit-8-P-0502-1C0031,,,,Working,New,
262,15126867,15131424,Flange-1243,Geometry Group,SP3D Entity,a4e00eea-c755-54c0-9ce5-46e9565cb239,@a=0028!!80005##1000449708449669893,Flange-1243,TRAINING\A3\U13\Piping\P-10148\TRN_Unit-8-P-0503-1C0031,,,,Working,New,
263,15131881,15136438,Flange-1244,Geometry Group,SP3D Entity,bb2cc67a-764a-53fc-a404-515b9cefdfd8,@a=0028!!80005##1000449708449669895,Flange-1244,TRAINING\A3\U13\Piping\P-10148\TRN_Unit-8-P-0503-1C0031,,,,Working,New,
264,15136895,15141450,Flange-1245,Geometry Group,SP3D Entity,06288042-1788-5c2f-ad88-0346f1202ab1,@a=0028!!80005##1000449708449669904,Flange-1245,TRAINING\A3\U13\Piping\P-10148\TRN_Unit-8-P-0503-1C0031,,,,Working,New,
265,15141907,15146462,Flange-1246,Geometry Group,SP3D Entity,7af1a7f5-00b4-5865-8b3a-c3f830e7b9f7,@a=0028!!80005##1000449708449669906,Flange-1246,TRAINING\A3\U13\Piping\P-10148\TRN_Unit-8-P-0503-1C0031,,,,Working,New,
266,15153158,15157720,Flange-1126,Geometry Group,SP3D Entity,4735d597-f269-5af7-a2d7-a01db09ab88c,@a=0028!!80005##1000449708449662456,Flange-1126,TRAINING\A3\U13\Piping\P-10148\TRN_Unit-8-P-0508-1C0031,,,,Working,New,
267,15160434,15164990,Flange-1112,Geometry Group,SP3D Entity,389323da-16a6-5cf5-a063-58f78bb80266,@a=0028!!80005##1000449708449661647,Flange-1112,TRAINING\A3\U13\Piping\P-10148\TRN_Unit-8-P-0509-1C0031,,,,Working,New,
268,15165447,15170003,Flange-1113,Geometry Group,SP3D Entity,59683c3f-db2e-5e8e-9ac4-c2011dfab5c9,@a=0028!!80005##1000449708449661649,Flange-1113,TRAINING\A3\U13\Piping\P-10148\TRN_Unit-8-P-0509-1C0031,,,,Working,New,
269,15170460,15175016,Flange-1114,Geometry Group,SP3D Entity,2222b6ec-e2b0-5663-9014-3d2f732bb96a,@a=0028!!80005##1000449708449661660,Flange-1114,TRAINING\A3\U13\Piping\P-10148\TRN_Unit-8-P-0509-1C0031,,,,Working,New,
270,15175473,15180029,Flange-1115,Geometry Group,SP3D Entity,131c0636-7a00-5b5a-a436-4b921893739c,@a=0028!!80005##1000449708449661662,Flange-1115,TRAINING\A3\U13\Piping\P-10148\TRN_Unit-8-P-0509-1C0031,,,,Working,New,
271,15180486,15185054,Flange-1116,Geometry Group,SP3D Entity,b49e8c75-8fcc-5d9e-a809-e0a9ead1dd0c,@a=0028!!80005##1000449708449661667,Flange-1116,TRAINING\A3\U13\Piping\P-10148\TRN_Unit-8-P-0509-1C0031,,,,Working,New,
272,15185511,15190067,Flange-1117,Geometry Group,SP3D Entity,cd77aa32-746f-5f3a-9a08-b48818f54913,@a=0028!!80005##1000449708449661672,Flange-1117,TRAINING\A3\U13\Piping\P-10148\TRN_Unit-8-P-0509-1C0031,,,,Working,New,
273,15190524,15195080,Flange-1118,Geometry Group,SP3D Entity,b416a226-52eb-5931-8750-a5bfb8b87e83,@a=0028!!80005##1000449708449661674,Flange-1118,TRAINING\A3\U13\Piping\P-10148\TRN_Unit-8-P-0509-1C0031,,,,Working,New,
274,15201414,15205971,Flange-1105,Geometry Group,SP3D Entity,6689a782-2f8c-50f0-b913-e69be81f20b7,@a=0028!!80005##1000449708449661605,Flange-1105,TRAINING\A3\U13\Piping\P-10148\TRN_Unit-8-P-0512-1C0031,,,,Working,New,
275,15206428,15210985,Flange-1106,Geometry Group,SP3D Entity,eb1d4917-5e21-5157-95ea-71f910b4ad9f,@a=0028!!80005##1000449708449661607,Flange-1106,TRAINING\A3\U13\Piping\P-10148\TRN_Unit-8-P-0512-1C0031,,,,Working,New,
276,15211442,15216001,Flange-1110,Geometry Group,SP3D Entity,4360fc8a-b050-5593-825f-2686a799f81e,@a=0028!!80005##1000449708449661621,Flange-1110,TRAINING\A3\U13\Piping\P-10148\TRN_Unit-8-P-0512-1C0031,,,,Working,New,
277,15216458,15221016,Flange-1111,Geometry Group,SP3D Entity,62fde936-8f70-5ece-94e9-0b21c4c2a2a5,@a=0028!!80005##1000449708449661623,Flange-1111,TRAINING\A3\U13\Piping\P-10148\TRN_Unit-8-P-0512-1C0031,,,,Working,New,
278,15228855,15233407,Flange-1127,Geometry Group,SP3D Entity,c95242a2-d352-53c8-be70-65037186f5c2,@a=0028!!80005##1000449708449662492,Flange-1127,TRAINING\A3\U13\Piping\P-10148\U20-8-P-0208-1C0031,,,,Working,New,
279,15236862,15241415,Flange-1103,Geometry Group,SP3D Entity,68b77de9-a765-5124-b5cb-e6ccf4f97940,@a=0028!!80005##1000449708449661124,Flange-1103,TRAINING\A3\U13\Piping\P-10150\TRN_Unit-8-P-0401-1C0031,,,,Working,New,
280,15244491,15249042,Flange-1102,Geometry Group,SP3D Entity,d83325ab-73b5-5869-aca8-2ea1aa376cf8,@a=0028!!80005##1000449708449661114,Flange-1102,TRAINING\A3\U13\Piping\P-10150\TRN_Unit-8-P-0402-1C0031,,,,Working,New,
281,15254669,15259225,Flange-1101,Geometry Group,SP3D Entity,a77830b2-fdcf-5d77-a239-8d1ced42a76c,@a=0028!!80005##1000449708449661075,Flange-1101,TRAINING\A3\U13\Piping\P-10151\TRN_Unit-8-P-0102-2C0032,,,,Working,New,
282,15259682,15264237,Flange-1104,Geometry Group,SP3D Entity,31bcbe23-652f-506b-96a4-ae40ee3095a2,@a=0028!!80005##1000449708449661099,Flange-1104,TRAINING\A3\U13\Piping\P-10151\TRN_Unit-8-P-0102-2C0032,,,,Working,New,
283,15273557,15278107,Flange-1260,Geometry Group,SP3D Entity,68ab77ff-14e2-5d87-aae4-c574f6789d0d,@a=0028!!80005##1000449708449670950,Flange-1260,TRAINING\A3\U13\Piping\P-10160\U24-12-P-0112-2C0032,,,,Working,New,
284,15278564,15283116,Flange-1261,Geometry Group,SP3D Entity,8ce93a8d-1946-5e6e-aae1-c5999d400bcc,@a=0028!!80005##1000449708449670955,Flange-1261,TRAINING\A3\U13\Piping\P-10160\U24-12-P-0112-2C0032,,,,Working,New,
285,15286538,15291082,Flange-1259,Geometry Group,SP3D Entity,56c73740-20d5-5d9d-a647-0f920e98ff59,@a=0028!!80005##1000449708449670944,Flange-1259,TRAINING\A3\U13\Piping\P-10160\U24-12-P-0113-1C0031,,,,Working,New,
286,15297075,15301638,Flange-1155,Geometry Group,SP3D Entity,f0a47d28-2857-5faa-8697-47fca5a2b4b5,@a=0028!!80005##1000449708449664162,Flange-1155,TRAINING\A3\U13\Piping\P-10161\TRN_Unit-12-P-0301-1C0031,,,,Working,New,
287,15302095,15306659,Flange-1156,Geometry Group,SP3D Entity,acd9b5fc-58bb-5503-8792-44f4a2bc4457,@a=0028!!80005##1000449708449664158,Flange-1156,TRAINING\A3\U13\Piping\P-10161\TRN_Unit-12-P-0301-1C0031,,,,Working,New,
288,15322774,15327342,Flange-1262,Geometry Group,SP3D Entity,1719b60e-5cfc-574a-a37c-f1733bc17f1e,@a=0028!!80005##1000449708449671225,Flange-1262,TRAINING\A3\U13\Piping\P-10162\TRN_Unit-12-P-0103-1C0031,,,,Working,New,
289,15329698,15334266,Flange-1263,Geometry Group,SP3D Entity,6f5d1cce-5901-5824-be7b-9800764c542c,@a=0028!!80005##1000449708449671260,Flange-1263,TRAINING\A3\U13\Piping\P-10162\TRN_Unit-12-P-0104-1C0031,,,,Working,New,
290,15339136,15343689,Flange-1253,Geometry Group,SP3D Entity,2003d7a7-caee-5299-b815-032739974ef6,@a=0028!!80005##1000449708449670645,Flange-1253,TRAINING\A3\U13\Piping\P-10162\U24-12-P-0110-1C0031,,,,Working,New,
291,15344146,15348703,Flange-1254,Geometry Group,SP3D Entity,3f9c36b5-1431-54a4-80f3-7a88510604a7,@a=0028!!80005##1000449708449670663,Flange-1254,TRAINING\A3\U13\Piping\P-10162\U24-12-P-0110-1C0031,,,,Working,New,
292,15349160,15353715,Flange-1255,Geometry Group,SP3D Entity,824e02bf-3a91-573a-81a5-6acb9f36f9c6,@a=0028!!80005##1000449708449670667,Flange-1255,TRAINING\A3\U13\Piping\P-10162\U24-12-P-0110-1C0031,,,,Working,New,
293,15354172,15358724,Flange-1256,Geometry Group,SP3D Entity,6db6ef7e-11ed-5e6a-b39f-67d52fb4b723,@a=0028!!80005##1000449708449670678,Flange-1256,TRAINING\A3\U13\Piping\P-10162\U24-12-P-0110-1C0031,,,,Working,New,
294,15359181,15363733,Flange-1257,Geometry Group,SP3D Entity,1b49a331-fd66-5b5f-9d43-63ac680ec584,@a=0028!!80005##1000449708449670680,Flange-1257,TRAINING\A3\U13\Piping\P-10162\U24-12-P-0110-1C0031,,,,Working,New,
295,15364190,15368738,Flange-1258,Geometry Group,SP3D Entity,1e849bf0-127d-5f07-adfa-b618a31f00ba,@a=0028!!80005##1000449708449670684,Flange-1258,TRAINING\A3\U13\Piping\P-10162\U24-12-P-0110-1C0031,,,,Working,New,
296,15377603,15382139,Flange-1238,Geometry Group,SP3D Entity,313bfa46-b6b4-5139-a95c-65b6089c6e2f,@a=0028!!80005##1000449708449669227,Flange-1238,TRAINING\A3\U13\Piping\P-10201\U13-8-P-0001-1C0031,,,,Working,New,
297,15382596,15387126,Flange-1239,Geometry Group,SP3D Entity,069c9f80-03cf-5f1f-9a1e-38e951d77a15,@a=0028!!80005##1000449708449669231,Flange-1239,TRAINING\A3\U13\Piping\P-10201\U13-8-P-0001-1C0031,,,,Working,New,
298,15390561,15395096,Flange-1201,Geometry Group,SP3D Entity,4c6e06fb-5d59-511e-85ab-b4753770527e,@a=0028!!80005##1000449708449666872,Flange-1201,TRAINING\A3\U13\Piping\P-10202\U13-8-P-0001-1C0031,,,,Working,New,
299,15395553,15400082,Flange-1202,Geometry Group,SP3D Entity,401f0b7d-ae29-58d3-8cc4-39e4cd8cb9df,@a=0028!!80005##1000449708449666876,Flange-1202,TRAINING\A3\U13\Piping\P-10202\U13-8-P-0001-1C0031,,,,Working,New,
300,15404202,15407919,Aspects,Geometry Group,SP3D Entity,164509dc-370f-5d34-8b64-62971acb2422,@a=0028!!20014##1000449708449664637,P-30105,TRAINING\A3\U14\Equipment,,,,Working,New,
301,15412031,15415748,Aspects,Geometry Group,SP3D Entity,1658e112-8bdd-5be0-ad77-18455bcda6b8,@a=0028!!20014##1000449708449664564,P-30106,TRAINING\A3\U14\Equipment,,,,Working,New,
302,15419860,15423563,Aspects,Geometry Group,SP3D Entity,9f5f77d0-f473-5d4d-adff-17a92d8f9946,@a=0028!!20014##1000449708449664389,V-30100,TRAINING\A3\U14\Equipment,,,,Working,New,
303,15435699,15440257,Flange-2311,Geometry Group,SP3D Entity,9c41c247-971b-5d19-8a8a-1c33d8a312bf,@a=0028!!80005##1000449708449665716,Flange-2311,TRAINING\A3\U14\Piping\P-10115\U14-1-P-0003-1C0031,,,,Working,New,
304,15444399,15448939,Flange-2304,Geometry Group,SP3D Entity,3f500fcc-8bcd-5471-a215-5f5f4981be45,@a=0028!!80005##1000449708449664891,Flange-2304,TRAINING\A3\U14\Piping\P-10115\U14-3-P-0005-1C0031,,,,Working,New,
305,15449396,15453936,Flange-2309,Geometry Group,SP3D Entity,d9da5201-6156-5304-9c07-487fc31cced6,@a=0028!!80005##1000449708449664893,Flange-2309,TRAINING\A3\U14\Piping\P-10115\U14-3-P-0005-1C0031,,,,Working,New,
306,15454393,15458954,Flange-2310,Geometry Group,SP3D Entity,37bc02ef-bb01-5771-8723-b3f438262b89,@a=0028!!80005##1000449708449664897,Flange-2310,TRAINING\A3\U14\Piping\P-10115\U14-3-P-0005-1C0031,,,,Working,New,
307,15461286,15465835,Flange-2307,Geometry Group,SP3D Entity,3e9598d1-410a-50ad-ad75-0b80da92f983,@a=0028!!80005##1000449708449665571,Flange-2307,TRAINING\A3\U14\Piping\P-10115\U14-4-P-0001-1C0031,,,,Working,New,
308,15466292,15470841,Flange-2308,Geometry Group,SP3D Entity,f076253b-4665-5bfa-93c7-1d06b66c3838,@a=0028!!80005##1000449708449665573,Flange-2308,TRAINING\A3\U14\Piping\P-10115\U14-4-P-0001-1C0031,,,,Working,New,
309,15474983,15479529,Flange-2302,Geometry Group,SP3D Entity,767d7695-47f3-5034-a479-3f5660b642d0,@a=0028!!80005##1000449708449664874,Flange-2302,TRAINING\A3\U14\Piping\P-10115\U14-4-P-0004-1C0031,,,,Working,New,
310,15479986,15484535,Flange-2303,Geometry Group,SP3D Entity,3e71d497-f179-5a8c-8e98-9cf684a4796b,@a=0028!!80005##1000449708449664883,Flange-2303,TRAINING\A3\U14\Piping\P-10115\U14-4-P-0004-1C0031,,,,Working,New,
311,15490125,15494674,Flange-2305,Geometry Group,SP3D Entity,c15aeca9-60bd-56ed-a0a5-df38523f4599,@a=0028!!80005##1000449708449664921,Flange-2305,TRAINING\A3\U14\Piping\P-10115\U14-4-P-0006-1C0031,,,,Working,New,
312,15495131,15499680,Flange-2306,Geometry Group,SP3D Entity,6527ad70-2a1b-55c2-8bf4-7aff2664e741,@a=0028!!80005##1000449708449664923,Flange-2306,TRAINING\A3\U14\Piping\P-10115\U14-4-P-0006-1C0031,,,,Working,New,
313,15500137,15504682,Flange-2314,Geometry Group,SP3D Entity,62e3ee9d-d4b8-530d-9574-ccec4f53632d,@a=0028!!80005##1000449708449664925,Flange-2314,TRAINING\A3\U14\Piping\P-10115\U14-4-P-0006-1C0031,,,,Working,New,
314,15512099,15516637,Flange-2412,Geometry Group,SP3D Entity,5df68c27-bafb-582f-8b4a-4d2677c7a11c,@a=0028!!80005##1000449708449666509,Flange-2412,TRAINING\A3\U14\Piping\P-10116\U14-1-P-0004-1C0031,,,,Working,New,
315,15520779,15525317,Flange-1219,Geometry Group,SP3D Entity,88918b17-ee00-5bb8-b1f8-3abb3ed8ad3c,@a=0028!!80005##1000449708449668566,Flange-1219,TRAINING\A3\U14\Piping\P-10116\U14-1-P-0005-1C0031,,,,Working,New,
316,15530907,15535438,Flange-1181,Geometry Group,SP3D Entity,dd1a7837-a2bf-5507-895b-51840b25ca14,@a=0028!!80005##1000449708449666068,Flange-1181,TRAINING\A3\U14\Piping\P-10116\U14-6-P-0003-1C0031,,,,Working,New,
317,15535895,15540441,Flange-1182,Geometry Group,SP3D Entity,0019dc93-f26b-5ffb-b0aa-b5241ff13c9e,@a=0028!!80005##1000449708449666072,Flange-1182,TRAINING\A3\U14\Piping\P-10116\U14-6-P-0003-1C0031,,,,Working,New,
